,Buy,Sell,Hols,Firsts,Fridays
1253,2018-03-23,2018-03-26,0,0,1
1254,2018-03-30,2018-04-02,0,0,1
1255,2018-04-06,2018-04-09,0,0,1
1256,2018-04-13,2018-04-16,0,0,1
1257,2018-04-20,2018-04-23,0,0,1
1258,2018-04-27,2018-04-30,0,0,1
1259,2018-05-04,2018-05-07,0,0,1
1260,2018-05-11,2018-05-14,0,0,1
1261,2018-05-18,2018-05-21,0,0,1
1262,2018-05-25,2018-05-28,0,0,1
1263,2018-06-01,2018-06-04,0,0,1
1264,2018-06-08,2018-06-11,0,0,1
1265,2018-06-15,2018-06-18,0,0,1
1266,2018-06-22,2018-06-25,0,0,1
1267,2018-06-29,2018-07-02,0,0,1
1268,2018-07-06,2018-07-09,0,0,1
1269,2018-07-13,2018-07-16,0,0,1
1270,2018-07-20,2018-07-23,0,0,1
1271,2018-07-27,2018-07-30,0,0,1
1272,2018-08-03,2018-08-06,0,0,1
1273,2018-08-10,2018-08-13,0,0,1
1274,2018-08-17,2018-08-20,0,0,1
1275,2018-08-24,2018-08-27,0,0,1
1276,2018-09-07,2018-09-10,0,0,1
1277,2018-09-14,2018-09-17,0,0,1
1278,2018-09-21,2018-09-24,0,0,1
1279,2018-09-28,2018-10-01,0,0,1
1280,2018-10-05,2018-10-08,0,0,1
1281,2018-10-12,2018-10-15,0,0,1
1282,2018-10-19,2018-10-22,0,0,1
1283,2018-10-26,2018-10-29,0,0,1
1284,2018-11-02,2018-11-05,0,0,1
1285,2018-11-09,2018-11-12,0,0,1
1286,2018-11-16,2018-11-19,0,0,1
1287,2018-11-23,2018-11-26,0,0,1
1288,2018-12-07,2018-12-10,0,0,1
1289,2018-12-14,2018-12-17,0,0,1
1290,2018-12-21,2018-12-24,0,0,1
1291,2018-12-28,2018-12-31,0,0,1
